Date,Confirmed,Recovered,Deceased
2022-04-26,341.0,228.0,36.0
2022-04-27,347.0,300.0,14.0
2022-04-28,412.0,275.0,45.0
2022-04-29,337.0,353.0,36.0
2022-04-30,314.0,273.0,21.0
2022-05-01,250.0,286.0,15.0
2022-05-02,296.0,302.0,29.0
2022-05-03,386.0,179.0,52.0
2022-05-04,342.0,327.0,26.0
2022-05-05,400.0,318.0,20.0
2022-05-06,461.0,413.0,35.0
2022-05-07,381.0,292.0,26.0
2022-05-08,324.0,330.0,6.0
2022-05-09,346.0,317.0,48.0
2022-05-10,489.0,317.0,17.0
2022-05-11,413.0,302.0,8.0
2022-05-12,419.0,344.0,5.0
2022-05-13,523.0,445.0,8.0
2022-05-14,428.0,401.0,22.0
2022-05-15,321.0,299.0,18.0
2022-05-16,324.0,364.0,31.0
2022-05-17,596.0,366.0,6.0
2022-05-18,501.0,460.0,17.0
2022-05-19,556.0,362.0,23.0
2022-05-20,558.0,446.0,63.0
