Longitude,Latitude,Pixel,Scan
32.2834782,-69.1147048,3200,12400
32.2859478,-69.1147353,3300,12400
32.2884174,-69.1147657,3400,12400
32.2908873,-69.1147961,3500,12400
32.2933573,-69.1148265,3600,12400
32.2958275,-69.1148568,3700,12400
32.2982978,-69.1148871,3800,12400
32.3007683,-69.1149174,3900,12400
32.3032389,-69.1149476,4000,12400
32.3057098,-69.1149779,4100,12400
32.3081808,-69.115008,4200,12400
32.3106519,-69.1150382,4300,12400
32.3131232,-69.1150683,4400,12400
32.3155947,-69.1150984,4500,12400
32.3180664,-69.1151285,4600,12400
32.3205382,-69.1151585,4700,12400
32.3230102,-69.1151885,4800,12400
32.3254823,-69.1152185,4900,12400
32.3279546,-69.1152484,5000,12400
32.3304271,-69.1152783,5100,12400
32.3328998,-69.1153082,5200,12400
32.3353726,-69.115338,5300,12400
32.3378455,-69.1153678,5400,12400
32.3403187,-69.1153976,5500,12400
32.342792,-69.1154273,5600,12400
32.3452654,-69.1154571,5700,12400
32.3477391,-69.1154867,5800,12400
32.3502129,-69.1155164,5900,12400
32.3526868,-69.115546,6000,12400
32.355161,-69.1155756,6100,12400
32.3576353,-69.1156052,6200,12400
32.3601097,-69.1156347,6300,12400
32.3625843,-69.1156642,6400,12400
32.3650591,-69.1156937,6500,12400
32.3675341,-69.1157231,6600,12400
32.3700092,-69.1157525,6700,12400
32.3724845,-69.1157819,6800,12400
32.3749599,-69.1158112,6900,12400
32.3774356,-69.1158405,7000,12400
32.3799113,-69.1158698,7100,12400
32.3823873,-69.115899,7200,12400
32.3848634,-69.1159283,7300,12400
32.3873397,-69.1159574,7400,12400
32.3898161,-69.1159866,7500,12400
32.3922928,-69.1160157,7600,12400
32.3947695,-69.1160448,7700,12400
32.3972465,-69.1160739,7800,12400
32.3997236,-69.1161029,7900,12400
32.4022009,-69.1161319,8000,12400
32.4046783,-69.1161609,8100,12400
32.4071559,-69.1161898,8200,12400
32.4096337,-69.1162187,8300,12400
32.4121117,-69.1162476,8400,12400
32.4145898,-69.1162764,8500,12400
32.417068,-69.1163052,8600,12400
32.4195465,-69.116334,8700,12400
32.4220251,-69.1163627,8800,12400
32.4245039,-69.1163914,8900,12400
32.4269828,-69.1164201,9000,12400
32.4294619,-69.1164488,9100,12400
32.4319412,-69.1164774,9200,12400
32.4344206,-69.116506,9300,12400
32.4369002,-69.1165345,9400,12400
32.43938,-69.1165631,9500,12400
32.44186,-69.1165916,9600,12400
32.4443401,-69.11662,9700,12400
32.4468204,-69.1166485,9800,12400
32.4493008,-69.1166769,9900,12400
32.4517814,-69.1167052,10000,12400
32.4542622,-69.1167336,10100,12400
32.4567431,-69.1167619,10200,12400
32.4592242,-69.1167901,10300,12400
32.4617055,-69.1168184,10400,12400
32.464187,-69.1168466,10500,12400
32.4666686,-69.1168748,10600,12400
32.4691504,-69.1169029,10700,12400
32.4716323,-69.116931,10800,12400
32.4741144,-69.1169591,10900,12400
32.4765967,-69.1169872,11000,12400
32.4790792,-69.1170152,11100,12400
32.4815618,-69.1170432,11200,12400
32.4840446,-69.1170711,11300,12400
32.4865275,-69.1170991,11400,12400
32.4890106,-69.117127,11500,12400
32.4914939,-69.1171548,11600,12400
32.4939774,-69.1171827,11700,12400
32.496461,-69.1172105,11800,12400
32.4989448,-69.1172382,11900,12400
32.5014039,-69.1172657,11999,12400
32.2044624,-69.1145967,0,12500
32.2069268,-69.1146282,100,12500
32.2093913,-69.1146596,200,12500
32.211856,-69.114691,300,12500
32.2143209,-69.1147224,400,12500
32.2167859,-69.1147537,500,12500
32.2192511,-69.114785,600,12500
32.2217164,-69.1148163,700,12500
32.2241819,-69.1148475,800,12500
32.2266476,-69.1148787,900,12500
32.2291134,-69.1149099,1000,12500
32.2315794,-69.114941,1100,12500
32.2340456,-69.1149722,1200,12500
32.2365119,-69.1150032,1300,12500
32.2389784,-69.1150343,1400,12500
32.2414451,-69.1150653,1500,12500
32.2439119,-69.1150963,1600,12500
32.2463789,-69.1151273,1700,12500
32.248846,-69.1151582,1800,12500
32.2513133,-69.1151891,1900,12500
32.2537808,-69.11522,2000,12500
32.2562484,-69.1152508,2100,12500
32.2587162,-69.1152816,2200,12500
32.2611842,-69.1153124,2300,12500
32.2636523,-69.1153431,2400,12500
32.2661206,-69.1153738,2500,12500
32.2685891,-69.1154045,2600,12500
32.2710577,-69.1154352,2700,12500
32.2735265,-69.1154658,2800,12500
32.2759954,-69.1154964,2900,12500
32.2784645,-69.1155269,3000,12500
32.2809338,-69.1155574,3100,12500
32.2834032,-69.1155879,3200,12500
32.2858728,-69.1156184,3300,12500
32.2883426,-69.1156488,3400,12500
32.2908125,-69.1156792,3500,12500
32.2932826,-69.1157096,3600,12500
32.2957529,-69.1157399,3700,12500
32.2982233,-69.1157703,3800,12500
32.3006939,-69.1158005,3900,12500
32.3031647,-69.1158308,4000,12500
32.3056356,-69.115861,4100,12500
32.3081067,-69.1158912,4200,12500
32.3105779,-69.1159213,4300,12500
32.3130493,-69.1159515,4400,12500
32.3155209,-69.1159815,4500,12500
32.3179927,-69.1160116,4600,12500
32.3204646,-69.1160416,4700,12500
32.3229366,-69.1160716,4800,12500
32.3254089,-69.1161016,4900,12500
32.3278813,-69.1161315,5000,12500
32.3303539,-69.1161614,5100,12500
32.3328266,-69.1161913,5200,12500
32.3352995,-69.1162211,5300,12500
32.3377726,-69.116251,5400,12500
32.3402458,-69.1162807,5500,12500
32.3427192,-69.1163105,5600,12500
32.3451927,-69.1163402,5700,12500
32.3476665,-69.1163699,5800,12500
32.3501403,-69.1163995,5900,12500
32.3526144,-69.1164292,6000,12500
32.3550886,-69.1164587,6100,12500
32.357563,-69.1164883,6200,12500
32.3600376,-69.1165178,6300,12500
32.3625123,-69.1165473,6400,12500
32.3649872,-69.1165768,6500,12500
32.3674622,-69.1166062,6600,12500
32.3699374,-69.1166356,6700,12500
32.3724128,-69.116665,6800,12500
32.3748884,-69.1166944,6900,12500
32.3773641,-69.1167237,7000,12500
32.3798399,-69.1167529,7100,12500
32.382316,-69.1167822,7200,12500
32.3847922,-69.1168114,7300,12500
32.3872686,-69.1168406,7400,12500
32.3897451,-69.1168697,7500,12500
32.3922218,-69.1168989,7600,12500
32.3946987,-69.116928,7700,12500
32.3971757,-69.116957,7800,12500
32.3996529,-69.116986,7900,12500
32.4021303,-69.117015,8000,12500
32.4046078,-69.117044,8100,12500
32.4070855,-69.1170729,8200,12500
32.4095634,-69.1171018,8300,12500
32.4120415,-69.1171307,8400,12500
32.4145197,-69.1171596,8500,12500
32.416998,-69.1171884,8600,12500
32.4194766,-69.1172171,8700,12500
32.4219553,-69.1172459,8800,12500
32.4244341,-69.1172746,8900,12500
32.4269132,-69.1173033,9000,12500
32.4293924,-69.1173319,9100,12500
32.4318717,-69.1173606,9200,12500
32.4343513,-69.1173891,9300,12500
32.436831,-69.1174177,9400,12500
32.4393108,-69.1174462,9500,12500
32.4417909,-69.1174747,9600,12500
32.4442711,-69.1175032,9700,12500
32.4467515,-69.1175316,9800,12500
32.449232,-69.11756,9900,12500
32.4517127,-69.1175884,10000,12500
32.4541936,-69.1176167,10100,12500
32.4566746,-69.117645,10200,12500
32.4591558,-69.1176733,10300,12500
32.4616372,-69.1177015,10400,12500
32.4641187,-69.1177298,10500,12500
32.4666004,-69.1177579,10600,12500
32.4690823,-69.1177861,10700,12500
32.4715643,-69.1178142,10800,12500
32.4740466,-69.1178423,10900,12500
32.4765289,-69.1178703,11000,12500
32.4790115,-69.1178984,11100,12500
32.4814942,-69.1179264,11200,12500
32.4839771,-69.1179543,11300,12500
32.4864601,-69.1179822,11400,12500
32.4889433,-69.1180101,11500,12500
32.4914267,-69.118038,11600,12500
32.4939102,-69.1180658,11700,12500
32.496394,-69.1180936,11800,12500
32.4988778,-69.1181214,11900,12500
32.5013371,-69.1181489,11999,12500
32.2043842,-69.1154798,0,12600
32.2068487,-69.1155113,100,12600
32.2093133,-69.1155427,200,12600
32.2117781,-69.1155741,300,12600
32.214243,-69.1156055,400,12600
32.2167082,-69.1156368,500,12600
32.2191734,-69.1156681,600,12600
32.2216389,-69.1156994,700,12600
32.2241045,-69.1157306,800,12600
32.2265702,-69.1157618,900,12600
32.2290362,-69.115793,1000,12600
32.2315023,-69.1158241,1100,12600
32.2339685,-69.1158553,1200,12600
32.2364349,-69.1158863,1300,12600
32.2389015,-69.1159174,1400,12600
32.2413683,-69.1159484,1500,12600
32.2438352,-69.1159794,1600,12600
32.2463022,-69.1160104,1700,12600
32.2487695,-69.1160413,1800,12600
32.2512369,-69.1160722,1900,12600
32.2537044,-69.1161031,2000,12600
32.2561722,-69.1161339,2100,12600
32.2586401,-69.1161647,2200,12600
32.2611081,-69.1161955,2300,12600
32.2635763,-69.1162262,2400,12600
32.2660447,-69.1162569,2500,12600
32.2685133,-69.1162876,2600,12600
32.270982,-69.1163183,2700,12600
32.2734509,-69.1163489,2800,12600
32.2759199,-69.1163795,2900,12600
32.2783891,-69.11641,3000,12600
32.2808585,-69.1164406,3100,12600
32.283328,-69.1164711,3200,12600
32.2857977,-69.1165015,3300,12600
32.2882676,-69.1165319,3400,12600
32.2907376,-69.1165624,3500,12600
32.2932078,-69.1165927,3600,12600
32.2956781,-69.1166231,3700,12600
32.2981486,-69.1166534,3800,12600
32.3006193,-69.1166836,3900,12600
32.3030902,-69.1167139,4000,12600
32.3055612,-69.1167441,4100,12600
32.3080324,-69.1167743,4200,12600
32.3105037,-69.1168044,4300,12600
32.3129752,-69.1168346,4400,12600
32.3154469,-69.1168647,4500,12600
32.3179187,-69.1168947,4600,12600
32.3203907,-69.1169247,4700,12600
32.3228629,-69.1169547,4800,12600
32.3253352,-69.1169847,4900,12600
32.3278077,-69.1170146,5000,12600
32.3302804,-69.1170446,5100,12600
32.3327532,-69.1170744,5200,12600
32.3352262,-69.1171043,5300,12600
32.3376994,-69.1171341,5400,12600
32.3401727,-69.1171639,5500,12600
32.3426462,-69.1171936,5600,12600
32.3451198,-69.1172233,5700,12600
32.3475936,-69.117253,5800,12600
32.3500676,-69.1172827,5900,12600
32.3525418,-69.1173123,6000,12600
32.3550161,-69.1173419,6100,12600
32.3574906,-69.1173714,6200,12600
32.3599652,-69.117401,6300,12600
32.36244,-69.1174305,6400,12600
32.364915,-69.1174599,6500,12600
32.3673901,-69.1174894,6600,12600
32.3698654,-69.1175188,6700,12600
32.3723409,-69.1175481,6800,12600
32.3748166,-69.1175775,6900,12600
32.3772924,-69.1176068,7000,12600
32.3797683,-69.1176361,7100,12600
32.3822445,-69.1176653,7200,12600
32.3847208,-69.1176945,7300,12600
32.3871972,-69.1177237,7400,12600
32.3896739,-69.1177529,7500,12600
32.3921507,-69.117782,7600,12600
32.3946276,-69.1178111,7700,12600
32.3971048,-69.1178402,7800,12600
32.3995821,-69.1178692,7900,12600
32.4020595,-69.1178982,8000,12600
32.4045372,-69.1179271,8100,12600
32.407015,-69.1179561,8200,12600
32.4094929,-69.117985,8300,12600
32.411971,-69.1180139,8400,12600
32.4144493,-69.1180427,8500,12600
32.4169278,-69.1180715,8600,12600
32.4194064,-69.1181003,8700,12600
32.4218852,-69.118129,8800,12600
32.4243642,-69.1181577,8900,12600
32.4268433,-69.1181864,9000,12600
32.4293226,-69.1182151,9100,12600
32.4318021,-69.1182437,9200,12600
32.4342817,-69.1182723,9300,12600
32.4367615,-69.1183008,9400,12600
32.4392415,-69.1183294,9500,12600
32.4417216,-69.1183579,9600,12600
32.4442019,-69.1183863,9700,12600
32.4466824,-69.1184148,9800,12600
32.449163,-69.1184432,9900,12600
32.4516438,-69.1184715,10000,12600
32.4541247,-69.1184999,10100,12600
32.4566059,-69.1185282,10200,12600
32.4590872,-69.1185564,10300,12600
32.4615686,-69.1185847,10400,12600
32.4640503,-69.1186129,10500,12600
32.4665321,-69.1186411,10600,12600
32.469014,-69.1186692,10700,12600
32.4714962,-69.1186974,10800,12600
32.4739785,-69.1187254,10900,12600
32.4764609,-69.1187535,11000,12600
32.4789436,-69.1187815,11100,12600
32.4814264,-69.1188095,11200,12600
32.4839093,-69.1188375,11300,12600
32.4863925,-69.1188654,11400,12600
32.4888758,-69.1188933,11500,12600
32.4913593,-69.1189212,11600,12600
32.4938429,-69.118949,11700,12600
32.4963267,-69.1189768,11800,12600
32.4988107,-69.1190046,11900,12600
32.50127,-69.119032,11999,12600
32.2043052,-69.1163629,0,12700
32.2067697,-69.1163943,100,12700
32.2092344,-69.1164257,200,12700
32.2116993,-69.1164571,300,12700
32.2141643,-69.1164885,400,12700
32.2166295,-69.1165198,500,12700
32.2190949,-69.1165511,600,12700
32.2215604,-69.1165824,700,12700
32.2240261,-69.1166136,800,12700
32.226492,-69.1166448,900,12700
32.228958,-69.116676,1000,12700
32.2314242,-69.1167072,1100,12700
32.2338905,-69.1167383,1200,12700
32.2363571,-69.1167694,1300,12700
32.2388237,-69.1168004,1400,12700
32.2412906,-69.1168314,1500,12700
32.2437576,-69.1168624,1600,12700
32.2462247,-69.1168934,1700,12700
32.2486921,-69.1169243,1800,12700
32.2511596,-69.1169552,1900,12700
32.2536272,-69.1169861,2000,12700
32.256095,-69.1170169,2100,12700
32.258563,-69.1170477,2200,12700
32.2610312,-69.1170785,2300,12700
32.2634995,-69.1171093,2400,12700
32.265968,-69.11714,2500,12700
32.2684366,-69.1171707,2600,12700
32.2709054,-69.1172013,2700,12700
32.2733744,-69.1172319,2800,12700
32.2758435,-69.1172625,2900,12700
32.2783128,-69.1172931,3000,12700
32.2807823,-69.1173236,3100,12700
32.2832519,-69.1173541,3200,12700
32.2857217,-69.1173846,3300,12700
32.2881916,-69.117415,3400,12700
32.2906617,-69.1174454,3500,12700
32.293132,-69.1174758,3600,12700
32.2956025,-69.1175061,3700,12700
32.2980731,-69.1175364,3800,12700
32.3005439,-69.1175667,3900,12700
32.3030148,-69.1175969,4000,12700
32.3054859,-69.1176272,4100,12700
32.3079572,-69.1176573,4200,12700
32.3104286,-69.1176875,4300,12700
32.3129002,-69.1177176,4400,12700
32.315372,-69.1177477,4500,12700
32.3178439,-69.1177778,4600,12700
32.320316,-69.1178078,4700,12700
32.3227883,-69.1178378,4800,12700
32.3252607,-69.1178678,4900,12700
32.3277333,-69.1178977,5000,12700
32.330206,-69.1179276,5100,12700
32.3326789,-69.1179575,5200,12700
32.335152,-69.1179873,5300,12700
32.3376253,-69.1180171,5400,12700
32.3400987,-69.1180469,5500,12700
32.3425723,-69.1180767,5600,12700
32.345046,-69.1181064,5700,12700
32.3475199,-69.1181361,5800,12700
32.349994,-69.1181657,5900,12700
32.3524682,-69.1181953,6000,12700
32.3549427,-69.1182249,6100,12700
32.3574172,-69.1182545,6200,12700
32.359892,-69.118284,6300,12700
32.3623669,-69.1183135,6400,12700
32.3648419,-69.118343,6500,12700
32.3673172,-69.1183724,6600,12700
32.3697926,-69.1184018,6700,12700
32.3722681,-69.1184312,6800,12700
32.3747439,-69.1184605,6900,12700
32.3772198,-69.1184899,7000,12700
32.3796958,-69.1185191,7100,12700
32.3821721,-69.1185484,7200,12700
32.3846484,-69.1185776,7300,12700
32.387125,-69.1186068,7400,12700
32.3896017,-69.1186359,7500,12700
32.3920786,-69.1186651,7600,12700
32.3945557,-69.1186942,7700,12700
32.3970329,-69.1187232,7800,12700
32.3995103,-69.1187522,7900,12700
32.4019879,-69.1187812,8000,12700
32.4044656,-69.1188102,8100,12700
32.4069435,-69.1188391,8200,12700
32.4094215,-69.118868,8300,12700
32.4118997,-69.1188969,8400,12700
32.4143781,-69.1189258,8500,12700
32.4168567,-69.1189546,8600,12700
32.4193354,-69.1189833,8700,12700
32.4218143,-69.1190121,8800,12700
32.4242934,-69.1190408,8900,12700
32.4267726,-69.1190695,9000,12700
32.429252,-69.1190981,9100,12700
32.4317315,-69.1191268,9200,12700
32.4342112,-69.1191554,9300,12700
32.4366911,-69.1191839,9400,12700
32.4391712,-69.1192124,9500,12700
32.4416514,-69.1192409,9600,12700
32.4441318,-69.1192694,9700,12700
32.4466124,-69.1192978,9800,12700
32.4490931,-69.1193262,9900,12700
32.451574,-69.1193546,10000,12700
32.454055,-69.1193829,10100,12700
32.4565362,-69.1194112,10200,12700
32.4590176,-69.1194395,10300,12700
32.4614992,-69.1194678,10400,12700
32.4639809,-69.119496,10500,12700
32.4664628,-69.1195242,10600,12700
32.4689449,-69.1195523,10700,12700
32.4714271,-69.1195804,10800,12700
32.4739095,-69.1196085,10900,12700
32.4763921,-69.1196366,11000,12700
32.4788748,-69.1196646,11100,12700
32.4813577,-69.1196926,11200,12700
32.4838407,-69.1197205,11300,12700
32.486324,-69.1197485,11400,12700
32.4888074,-69.1197764,11500,12700
32.4912909,-69.1198042,11600,12700
32.4937747,-69.1198321,11700,12700
32.4962586,-69.1198599,11800,12700
32.4987426,-69.1198876,11900,12700
32.501202,-69.1199151,11999,12700
32.2042261,-69.1172459,0,12800
32.2066907,-69.1172773,100,12800
32.2091555,-69.1173088,200,12800
32.2116205,-69.1173402,300,12800
32.2140856,-69.1173715,400,12800
32.2165509,-69.1174029,500,12800
32.2190164,-69.1174342,600,12800
32.221482,-69.1174654,700,12800
32.2239478,-69.1174967,800,12800
32.2264137,-69.1175279,900,12800
32.2288799,-69.1175591,1000,12800
32.2313461,-69.1175902,1100,12800
32.2338126,-69.1176213,1200,12800
32.2362792,-69.1176524,1300,12800
32.2387459,-69.1176835,1400,12800
32.2412129,-69.1177145,1500,12800
32.24368,-69.1177455,1600,12800
32.2461472,-69.1177764,1700,12800
32.2486147,-69.1178074,1800,12800
32.2510822,-69.1178383,1900,12800
32.25355,-69.1178691,2000,12800
32.2560179,-69.1179,2100,12800
32.258486,-69.1179308,2200,12800
32.2609542,-69.1179616,2300,12800
32.2634226,-69.1179923,2400,12800
32.2658912,-69.118023,2500,12800
32.2683599,-69.1180537,2600,12800
32.2708288,-69.1180843,2700,12800
32.2732979,-69.118115,2800,12800
32.2757671,-69.1181456,2900,12800
32.2782365,-69.1181761,3000,12800
32.280706,-69.1182066,3100,12800
32.2831758,-69.1182371,3200,12800
32.2856456,-69.1182676,3300,12800
32.2881157,-69.118298,3400,12800
32.2905859,-69.1183284,3500,12800
32.2930563,-69.1183588,3600,12800
32.2955268,-69.1183891,3700,12800
32.2979975,-69.1184195,3800,12800
32.3004684,-69.1184497,3900,12800
32.3029394,-69.11848,4000,12800
32.3054106,-69.1185102,4100,12800
32.307882,-69.1185404,4200,12800
32.3103535,-69.1185705,4300,12800
32.3128252,-69.1186007,4400,12800
32.3152971,-69.1186308,4500,12800
32.3177691,-69.1186608,4600,12800
32.3202413,-69.1186908,4700,12800
32.3227136,-69.1187208,4800,12800
32.3251861,-69.1187508,4900,12800
32.3276588,-69.1187807,5000,12800
32.3301317,-69.1188107,5100,12800
32.3326047,-69.1188405,5200,12800
32.3350779,-69.1188704,5300,12800
32.3375512,-69.1189002,5400,12800
32.3400247,-69.11893,5500,12800
32.3424984,-69.1189597,5600,12800
32.3449722,-69.1189894,5700,12800
32.3474462,-69.1190191,5800,12800
32.3499204,-69.1190488,5900,12800
32.3523947,-69.1190784,6000,12800
32.3548692,-69.119108,6100,12800
32.3573439,-69.1191375,6200,12800
32.3598187,-69.1191671,6300,12800
32.3622937,-69.1191966,6400,12800
32.3647689,-69.119226,6500,12800
32.3672442,-69.1192555,6600,12800
32.3697197,-69.1192849,6700,12800
32.3721953,-69.1193143,6800,12800
32.3746712,-69.1193436,6900,12800
32.3771472,-69.1193729,7000,12800
32.3796233,-69.1194022,7100,12800
32.3820996,-69.1194314,7200,12800
32.3845761,-69.1194607,7300,12800
32.3870528,-69.1194898,7400,12800
32.3895296,-69.119519,7500,12800
32.3920066,-69.1195481,7600,12800
32.3944837,-69.1195772,7700,12800
32.3969611,-69.1196063,7800,12800
32.3994385,-69.1196353,7900,12800
32.4019162,-69.1196643,8000,12800
32.404394,-69.1196933,8100,12800
32.406872,-69.1197222,8200,12800
32.4093501,-69.1197511,8300,12800
32.4118285,-69.11978,8400,12800
32.4143069,-69.1198088,8500,12800
32.4167856,-69.1198376,8600,12800
32.4192644,-69.1198664,8700,12800
32.4217434,-69.1198952,8800,12800
32.4242225,-69.1199239,8900,12800
32.4267018,-69.1199526,9000,12800
32.4291813,-69.1199812,9100,12800
32.431661,-69.1200098,9200,12800
32.4341408,-69.1200384,9300,12800
32.4366208,-69.120067,9400,12800
32.4391009,-69.1200955,9500,12800
32.4415812,-69.120124,9600,12800
32.4440617,-69.1201525,9700,12800
32.4465424,-69.1201809,9800,12800
32.4490232,-69.1202093,9900,12800
32.4515042,-69.1202377,10000,12800
32.4539853,-69.120266,10100,12800
32.4564666,-69.1202943,10200,12800
32.4589481,-69.1203226,10300,12800
32.4614298,-69.1203508,10400,12800
32.4639116,-69.120379,10500,12800
32.4663936,-69.1204072,10600,12800
32.4688757,-69.1204354,10700,12800
32.471358,-69.1204635,10800,12800
32.4738405,-69.1204916,10900,12800
32.4763232,-69.1205196,11000,12800
32.478806,-69.1205477,11100,12800
32.481289,-69.1205756,11200,12800
32.4837721,-69.1206036,11300,12800
32.4862555,-69.1206315,11400,12800
32.488739,-69.1206594,11500,12800
32.4912226,-69.1206873,11600,12800
32.4937064,-69.1207151,11700,12800
32.4961904,-69.1207429,11800,12800
32.4986746,-69.1207707,11900,12800
32.5011341,-69.1207982,11999,12800
32.2041434,-69.1181289,0,12900
32.2066081,-69.1181603,100,12900
32.209073,-69.1181917,200,12900
32.2115381,-69.1182231,300,12900
32.2140033,-69.1182545,400,12900
32.2164687,-69.1182858,500,12900
32.2189342,-69.1183171,600,12900
32.2213999,-69.1183484,700,12900
32.2238658,-69.1183796,800,12900
32.2263319,-69.1184109,900,12900
32.2287981,-69.118442,1000,12900
32.2312644,-69.1184732,1100,12900
32.233731,-69.1185043,1200,12900
32.2361977,-69.1185354,1300,12900
32.2386645,-69.1185664,1400,12900
32.2411315,-69.1185975,1500,12900
32.2435987,-69.1186285,1600,12900
32.2460661,-69.1186594,1700,12900
32.2485336,-69.1186904,1800,12900
32.2510013,-69.1187213,1900,12900
32.2534691,-69.1187521,2000,12900
32.2559371,-69.118783,2100,12900
32.2584053,-69.1188138,2200,12900
32.2608736,-69.1188445,2300,12900
32.2633421,-69.1188753,2400,12900
32.2658108,-69.118906,2500,12900
32.2682796,-69.1189367,2600,12900
32.2707486,-69.1189673,2700,12900
32.2732177,-69.118998,2800,12900
32.2756871,-69.1190285,2900,12900
32.2781565,-69.1190591,3000,12900
32.2806262,-69.1190896,3100,12900
32.283096,-69.1191201,3200,12900
32.285566,-69.1191506,3300,12900
32.2880361,-69.119181,3400,12900
32.2905064,-69.1192114,3500,12900
32.2929769,-69.1192418,3600,12900
32.2954475,-69.1192722,3700,12900
32.2979183,-69.1193025,3800,12900
32.3003893,-69.1193327,3900,12900
32.3028604,-69.119363,4000,12900
32.3053317,-69.1193932,4100,12900
32.3078031,-69.1194234,4200,12900
32.3102748,-69.1194535,4300,12900
32.3127465,-69.1194837,4400,12900
32.3152185,-69.1195138,4500,12900
32.3176906,-69.1195438,4600,12900
32.3201629,-69.1195739,4700,12900
32.3226353,-69.1196039,4800,12900
32.3251079,-69.1196338,4900,12900
32.3275807,-69.1196638,5000,12900
32.3300536,-69.1196937,5100,12900
32.3325268,-69.1197235,5200,12900
32.335,-69.1197534,5300,12900
32.3374735,-69.1197832,5400,12900
32.3399471,-69.119813,5500,12900
32.3424208,-69.1198427,5600,12900
32.3448948,-69.1198724,5700,12900
32.3473688,-69.1199021,5800,12900
32.3498431,-69.1199318,5900,12900
32.3523175,-69.1199614,6000,12900
32.3547921,-69.119991,6100,12900
32.3572669,-69.1200206,6200,12900
32.3597418,-69.1200501,6300,12900
32.3622169,-69.1200796,6400,12900
32.3646921,-69.1201091,6500,12900
32.3671676,-69.1201385,6600,12900
32.3696432,-69.1201679,6700,12900
32.3721189,-69.1201973,6800,12900
32.3745948,-69.1202266,6900,12900
32.3770709,-69.1202559,7000,12900
32.3795471,-69.1202852,7100,12900
32.3820236,-69.1203145,7200,12900
32.3845001,-69.1203437,7300,12900
32.3869769,-69.1203729,7400,12900
32.3894538,-69.120402,7500,12900
32.3919309,-69.1204312,7600,12900
32.3944081,-69.1204602,7700,12900
32.3968855,-69.1204893,7800,12900
32.3993631,-69.1205183,7900,12900
32.4018409,-69.1205473,8000,12900
32.4043188,-69.1205763,8100,12900
32.4067968,-69.1206052,8200,12900
32.4092751,-69.1206341,8300,12900
32.4117535,-69.120663,8400,12900
32.4142321,-69.1206919,8500,12900
32.4167108,-69.1207207,8600,12900
32.4191897,-69.1207495,8700,12900
32.4216688,-69.1207782,8800,12900
32.424148,-69.1208069,8900,12900
32.4266274,-69.1208356,9000,12900
32.429107,-69.1208643,9100,12900
32.4315867,-69.1208929,9200,12900
32.4340666,-69.1209215,9300,12900
32.4365467,-69.12095,9400,12900
32.439027,-69.1209786,9500,12900
32.4415074,-69.1210071,9600,12900
32.4439879,-69.1210355,9700,12900
32.4464687,-69.1210639,9800,12900
32.4489496,-69.1210924,9900,12900
32.4514307,-69.1211207,10000,12900
32.4539119,-69.1211491,10100,12900
32.4563933,-69.1211774,10200,12900
32.4588749,-69.1212056,10300,12900
32.4613566,-69.1212339,10400,12900
32.4638386,-69.1212621,10500,12900
32.4663206,-69.1212903,10600,12900
32.4688029,-69.1213184,10700,12900
32.4712853,-69.1213466,10800,12900
32.4737679,-69.1213746,10900,12900
32.4762506,-69.1214027,11000,12900
32.4787335,-69.1214307,11100,12900
32.4812166,-69.1214587,11200,12900
32.4836999,-69.1214867,11300,12900
32.4861833,-69.1215146,11400,12900
32.4886669,-69.1215425,11500,12900
32.4911506,-69.1215704,11600,12900
32.4936345,-69.1215982,11700,12900
32.4961186,-69.121626,11800,12900
32.4986029,-69.1216538,11900,12900
32.5010625,-69.1216812,11999,12900
32.2040603,-69.1190118,0,13000
32.2065251,-69.1190433,100,13000
32.2089901,-69.1190747,200,13000
32.2114552,-69.1191061,300,13000
32.2139205,-69.1191375,400,13000
32.216386,-69.1191688,500,13000
32.2188517,-69.1192001,600,13000
32.2213175,-69.1192314,700,13000
32.2237834,-69.1192626,800,13000
32.2262496,-69.1192938,900,13000
32.2287159,-69.119325,1000,13000
32.2311823,-69.1193562,1100,13000
32.233649,-69.1193873,1200,13000
32.2361157,-69.1194184,1300,13000
32.2385827,-69.1194494,1400,13000
32.2410498,-69.1194804,1500,13000
32.2435171,-69.1195114,1600,13000
32.2459845,-69.1195424,1700,13000
32.2484521,-69.1195733,1800,13000
32.2509199,-69.1196042,1900,13000
32.2533878,-69.1196351,2000,13000
32.2558559,-69.1196659,2100,13000
32.2583242,-69.1196968,2200,13000
32.2607926,-69.1197275,2300,13000
32.2632612,-69.1197583,2400,13000
32.26573,-69.119789,2500,13000
32.2681989,-69.1198197,2600,13000
32.270668,-69.1198503,2700,13000
32.2731372,-69.119881,2800,13000
32.2756066,-69.1199115,2900,13000
32.2780762,-69.1199421,3000,13000
32.2805459,-69.1199726,3100,13000
32.2830158,-69.1200031,3200,13000
32.2854859,-69.1200336,3300,13000
32.2879561,-69.120064,3400,13000
32.2904265,-69.1200944,3500,13000
32.2928971,-69.1201248,3600,13000
32.2953678,-69.1201552,3700,13000
32.2978387,-69.1201855,3800,13000
32.3003098,-69.1202157,3900,13000
32.302781,-69.120246,4000,13000
32.3052524,-69.1202762,4100,13000
32.3077239,-69.1203064,4200,13000
32.3101956,-69.1203366,4300,13000
32.3126675,-69.1203667,4400,13000
32.3151395,-69.1203968,4500,13000
32.3176117,-69.1204268,4600,13000
32.3200841,-69.1204569,4700,13000
32.3225566,-69.1204869,4800,13000
32.3250293,-69.1205168,4900,13000
32.3275022,-69.1205468,5000,13000
32.3299752,-69.1205767,5100,13000
