Longitude,Latitude,Pixel,Scan
32.3467553,-69.009393,5400,400
32.3492173,-69.0094227,5500,400
32.3516796,-69.0094524,5600,400
32.354142,-69.009482,5700,400
32.3566046,-69.0095116,5800,400
32.3590673,-69.0095412,5900,400
32.3615302,-69.0095708,6000,400
32.3639933,-69.0096003,6100,400
32.3664565,-69.0096298,6200,400
32.3689199,-69.0096593,6300,400
32.3713835,-69.0096887,6400,400
32.3738472,-69.0097181,6500,400
32.3763111,-69.0097474,6600,400
32.3787751,-69.0097768,6700,400
32.3812393,-69.0098061,6800,400
32.3837037,-69.0098354,6900,400
32.3861683,-69.0098646,7000,400
32.388633,-69.0098938,7100,400
32.3910979,-69.009923,7200,400
32.3935629,-69.0099521,7300,400
32.3960281,-69.0099812,7400,400
32.3984935,-69.0100103,7500,400
32.400959,-69.0100394,7600,400
32.4034248,-69.0100684,7700,400
32.4058906,-69.0100974,7800,400
32.4083567,-69.0101264,7900,400
32.4108229,-69.0101553,8000,400
32.4132892,-69.0101842,8100,400
32.4157558,-69.0102131,8200,400
32.4182225,-69.0102419,8300,400
32.4206893,-69.0102707,8400,400
32.4231564,-69.0102995,8500,400
32.4256235,-69.0103282,8600,400
32.4280909,-69.0103569,8700,400
32.4305584,-69.0103856,8800,400
32.4330261,-69.0104143,8900,400
32.435494,-69.0104429,9000,400
32.437962,-69.0104715,9100,400
32.4404302,-69.0105,9200,400
32.4428986,-69.0105285,9300,400
32.4453671,-69.010557,9400,400
32.4478358,-69.0105855,9500,400
32.4503046,-69.0106139,9600,400
32.4527736,-69.0106423,9700,400
32.4552428,-69.0106707,9800,400
32.4577122,-69.010699,9900,400
32.4601817,-69.0107273,10000,400
32.4626514,-69.0107556,10100,400
32.4651212,-69.0107839,10200,400
32.4675912,-69.0108121,10300,400
32.4700614,-69.0108402,10400,400
32.4725318,-69.0108684,10500,400
32.4750023,-69.0108965,10600,400
32.477473,-69.0109246,10700,400
32.4799438,-69.0109526,10800,400
32.4824148,-69.0109807,10900,400
32.484886,-69.0110087,11000,400
32.4873574,-69.0110366,11100,400
32.4898289,-69.0110646,11200,400
32.4923006,-69.0110924,11300,400
32.4947724,-69.0111203,11400,400
32.4972444,-69.0111481,11500,400
32.4997166,-69.011176,11600,400
32.502189,-69.0112037,11700,400
32.5046615,-69.0112315,11800,400
32.5071342,-69.0112592,11900,400
32.5095823,-69.0112866,11999,400
32.2139676,-69.0086261,0,500
32.2164209,-69.0086575,100,500
32.2188744,-69.0086888,200,500
32.2213281,-69.0087201,300,500
32.223782,-69.0087514,400,500
32.226236,-69.0087826,500,500
32.2286901,-69.0088139,600,500
32.2311444,-69.0088451,700,500
32.2335989,-69.0088762,800,500
32.2360536,-69.0089073,900,500
32.2385084,-69.0089384,1000,500
32.2409634,-69.0089695,1100,500
32.2434185,-69.0090006,1200,500
32.2458738,-69.0090316,1300,500
32.2483293,-69.0090625,1400,500
32.2507849,-69.0090935,1500,500
32.2532407,-69.0091244,1600,500
32.2556966,-69.0091553,1700,500
32.2581528,-69.0091861,1800,500
32.260609,-69.0092169,1900,500
32.2630655,-69.0092477,2000,500
32.2655221,-69.0092785,2100,500
32.2679789,-69.0093092,2200,500
32.2704358,-69.0093399,2300,500
32.2728929,-69.0093706,2400,500
32.2753501,-69.0094012,2500,500
32.2778076,-69.0094318,2600,500
32.2802651,-69.0094624,2700,500
32.2827229,-69.0094929,2800,500
32.2851808,-69.0095235,2900,500
32.2876389,-69.0095539,3000,500
32.2900971,-69.0095844,3100,500
32.2925555,-69.0096148,3200,500
32.2950141,-69.0096452,3300,500
32.2974728,-69.0096756,3400,500
32.2999317,-69.0097059,3500,500
32.3023907,-69.0097362,3600,500
32.30485,-69.0097664,3700,500
32.3073093,-69.0097967,3800,500
32.3097689,-69.0098269,3900,500
32.3122286,-69.0098571,4000,500
32.3146885,-69.0098872,4100,500
32.3171485,-69.0099173,4200,500
32.3196087,-69.0099474,4300,500
32.3220691,-69.0099774,4400,500
32.3245296,-69.0100075,4500,500
32.3269903,-69.0100374,4600,500
32.3294511,-69.0100674,4700,500
32.3319122,-69.0100973,4800,500
32.3343734,-69.0101272,4900,500
32.3368347,-69.0101571,5000,500
32.3392962,-69.0101869,5100,500
32.3417579,-69.0102167,5200,500
32.3442197,-69.0102465,5300,500
32.3466817,-69.0102762,5400,500
32.3491439,-69.0103059,5500,500
32.3516063,-69.0103356,5600,500
32.3540688,-69.0103653,5700,500
32.3565314,-69.0103949,5800,500
32.3589942,-69.0104245,5900,500
32.3614572,-69.010454,6000,500
32.3639204,-69.0104835,6100,500
32.3663837,-69.010513,6200,500
32.3688472,-69.0105425,6300,500
32.3713109,-69.0105719,6400,500
32.3737747,-69.0106013,6500,500
32.3762387,-69.0106307,6600,500
32.3787028,-69.01066,6700,500
32.3811671,-69.0106893,6800,500
32.3836316,-69.0107186,6900,500
32.3860962,-69.0107478,7000,500
32.388561,-69.010777,7100,500
32.391026,-69.0108062,7200,500
32.3934912,-69.0108354,7300,500
32.3959565,-69.0108645,7400,500
32.3984219,-69.0108936,7500,500
32.4008876,-69.0109226,7600,500
32.4033534,-69.0109516,7700,500
32.4058193,-69.0109806,7800,500
32.4082854,-69.0110096,7900,500
32.4107517,-69.0110385,8000,500
32.4132182,-69.0110674,8100,500
32.4156848,-69.0110963,8200,500
32.4181516,-69.0111251,8300,500
32.4206186,-69.0111539,8400,500
32.4230857,-69.0111827,8500,500
32.425553,-69.0112115,8600,500
32.4280204,-69.0112402,8700,500
32.430488,-69.0112688,8800,500
32.4329558,-69.0112975,8900,500
32.4354238,-69.0113261,9000,500
32.4378919,-69.0113547,9100,500
32.4403602,-69.0113833,9200,500
32.4428286,-69.0114118,9300,500
32.4452972,-69.0114403,9400,500
32.447766,-69.0114687,9500,500
32.450235,-69.0114972,9600,500
32.4527041,-69.0115256,9700,500
32.4551734,-69.0115539,9800,500
32.4576428,-69.0115823,9900,500
32.4601124,-69.0116106,10000,500
32.4625822,-69.0116388,10100,500
32.4650521,-69.0116671,10200,500
32.4675222,-69.0116953,10300,500
32.4699925,-69.0117235,10400,500
32.4724629,-69.0117516,10500,500
32.4749336,-69.0117797,10600,500
32.4774043,-69.0118078,10700,500
32.4798753,-69.0118359,10800,500
32.4823464,-69.0118639,10900,500
32.4848177,-69.0118919,11000,500
32.4872891,-69.0119199,11100,500
32.4897607,-69.0119478,11200,500
32.4922325,-69.0119757,11300,500
32.4947044,-69.0120036,11400,500
32.4971765,-69.0120314,11500,500
32.4996488,-69.0120592,11600,500
32.5021212,-69.012087,11700,500
32.5045939,-69.0121147,11800,500
32.5070666,-69.0121424,11900,500
32.5095148,-69.0121698,11999,500
32.2138899,-69.0095094,0,600
32.2163433,-69.0095407,100,600
32.2187969,-69.0095721,200,600
32.2212507,-69.0096034,300,600
32.2237046,-69.0096347,400,600
32.2261587,-69.0096659,500,600
32.2286129,-69.0096972,600,600
32.2310674,-69.0097283,700,600
32.2335219,-69.0097595,800,600
32.2359767,-69.0097906,900,600
32.2384316,-69.0098217,1000,600
32.2408867,-69.0098528,1100,600
32.2433419,-69.0098838,1200,600
32.2457973,-69.0099148,1300,600
32.2482528,-69.0099458,1400,600
32.2507085,-69.0099768,1500,600
32.2531644,-69.0100077,1600,600
32.2556205,-69.0100386,1700,600
32.2580767,-69.0100694,1800,600
32.2605331,-69.0101002,1900,600
32.2629896,-69.010131,2000,600
32.2654463,-69.0101618,2100,600
32.2679031,-69.0101925,2200,600
32.2703602,-69.0102232,2300,600
32.2728173,-69.0102539,2400,600
32.2752747,-69.0102845,2500,600
32.2777322,-69.0103151,2600,600
32.2801899,-69.0103457,2700,600
32.2826477,-69.0103762,2800,600
32.2851057,-69.0104068,2900,600
32.2875639,-69.0104372,3000,600
32.2900222,-69.0104677,3100,600
32.2924807,-69.0104981,3200,600
32.2949394,-69.0105285,3300,600
32.2973982,-69.0105589,3400,600
32.2998572,-69.0105892,3500,600
32.3023163,-69.0106195,3600,600
32.3047756,-69.0106498,3700,600
32.3072351,-69.01068,3800,600
32.3096947,-69.0107102,3900,600
32.3121545,-69.0107404,4000,600
32.3146145,-69.0107705,4100,600
32.3170746,-69.0108006,4200,600
32.3195349,-69.0108307,4300,600
32.3219954,-69.0108607,4400,600
32.324456,-69.0108908,4500,600
32.3269168,-69.0109208,4600,600
32.3293777,-69.0109507,4700,600
32.3318388,-69.0109806,4800,600
32.3343001,-69.0110105,4900,600
32.3367616,-69.0110404,5000,600
32.3392232,-69.0110702,5100,600
32.3416849,-69.0111,5200,600
32.3441469,-69.0111298,5300,600
32.346609,-69.0111595,5400,600
32.3490712,-69.0111892,5500,600
32.3515337,-69.0112189,5600,600
32.3539962,-69.0112486,5700,600
32.356459,-69.0112782,5800,600
32.3589219,-69.0113078,5900,600
